customer_id,state,fav_tennis_player,age_group
U47943,Florida,Roder Feedderer,34-45
U4796,Texas,Rafa Nadal,18-24
U47967,Ohio,Emma Radunanucanunu,45+
U4797,Pennsylvania,Roger Federer,25-34
U47981,Ohio,Rafael Nadal,45+
U47990,California,Roger Federer,18-24
U47998,Florida,Novak Djokovic,45+
U48005,Florida,Emma Raducanu,45+
U48012,Illinois,Serena Williams,18-24
U48025,Ohio,Queen Serena,18-24
U48027,Ohio,Emma Raducanu,45+
U48035,New York,Emma Raducanu,34-45
U48037,Illinois,Rafa,34-45
U48057,New York,Novak Djokovic,45+
U48071,Illinois,Emma Raducanu,18-24
U48087,Illinois,Serena Williams,45+
U48088,Florida,Queen Serena,45+
U48098,California,Roder Feedderer,18-24
U48101,Ohio,Emma Radunanucanunu,34-45
U48110,California,Rafa Nadal,34-45
U48138,Texas,Roder Feedderer,45+
U48148,Texas,Roder Feedderer,18-24
U4816,Ohio,Novak Djokovic,18-24
U48172,Ohio,Roder Feedderer,25-34
U48180,Illinois,Emma Radunanucanunu,45+
U48198,Texas,Roder Feedderer,18-24
U4820,New York,Emma Raducanu,18-24
U48207,New York,Emma Radunanucanunu,45+
U48219,New York,Emma Raducanu,25-34
U4823,California,Emma Raducanu,18-24
U48259,Pennsylvania,Roder Feedderer,18-24
U48261,New York,Rafael Nadal,34-45
U48264,New York,Serena Williams,18-24
U48275,Pennsylvania,Emma Radunanucanunu,18-24
U48282,Texas,Rafael Nadal,45+
U48290,Ohio,Emma Raducanu,45+
U48296,California,Emma Radunanucanunu,18-24
U48298,Texas,Serena Williams,45+
U48320,Ohio,Serena Williams,45+
U48333,California,Queen Serena,18-24
U4835,Texas,Rafael Nadal,25-34
U48350,Ohio,Rafa,25-34
U48354,Ohio,Emma Raducanu,18-24
U48358,Ohio,Roder Feedderer,25-34
U48375,Texas,Rafa Nadal,25-34
U48379,New York,Rafa Nadal,18-24
U48382,Ohio,Emma Raducanu,18-24
U48400,Ohio,Emma Radunanucanunu,18-24
U48403,Texas,Rafa,45+
U48408,California,Rafa,18-24
U48439,New York,Rafael Nadal,18-24
U48443,New York,Roder Feedderer,18-24
U48463,Ohio,Roger Federer,34-45
U48480,Florida,Queen Serena,25-34
U48481,Pennsylvania,Roger Federer,18-24
U4849,Illinois,Rafa,25-34
U48491,Pennsylvania,Emma Raducanu,45+
U4850,California,Emma Raducanu,18-24
U48503,New York,Rafa Nadal,45+
U48512,Pennsylvania,Queen Serena,45+
U48535,New York,Novak Djokovic,25-34
U48544,Texas,Rafa Nadal,18-24
U48557,Illinois,Rafa,25-34
U48562,Texas,Roger Federer,25-34
U48570,New York,Serena Williams,18-24
U48576,Texas,Rafa Nadal,45+
U48579,Florida,Emma Raducanu,34-45
U48580,US State,Roger Federer,18-24
U4859,California,Roder Feedderer,18-24
U486,Illinois,Emma Radunanucanunu,18-24
U4860,Illinois,Rafa,25-34
U48621,Florida,Serena Williams,25-34
U48635,California,Queen Serena,18-24
U48651,California,Emma Radunanucanunu,34-45
U48656,Illinois,Rafa Nadal,34-45
U48660,Illinois,Queen Serena,45+
U48664,Illinois,Roger Federer,18-24
U48688,New York,Queen Serena,45+
U48743,Pennsylvania,Roger Federer,34-45
U48782,Florida,Roger Federer,45+
U48791,Texas,Queen Serena,18-24
U48799,California,Rafa,34-45
U48811,California,Roger Federer,18-24
U48819,California,Queen Serena,18-24
U48848,Pennsylvania,Queen Serena,34-45
U48872,Texas,Rafa,18-24
U48873,Texas,Emma Raducanu,34-45
U48875,California,Rafael Nadal,18-24
U48912,Ohio,Serena Williams,45+
U48924,Illinois,Roder Feedderer,18-24
U48935,Pennsylvania,Roger Federer,18-24
U4896,Florida,Queen Serena,34-45
U48967,Pennsylvania,Roder Feedderer,18-24
U48981,California,Rafa,25-34
U48984,Pennsylvania,Emma Raducanu,45+
U49003,Florida,Rafa,45+
U49031,Ohio,Roger Federer,34-45
U49033,New York,Queen Serena,45+
U49045,Pennsylvania,Emma Raducanu,18-24
U49066,New York,Rafa,18-24
U49069,Pennsylvania,Emma Radunanucanunu,18-24
U49080,Texas,Roger Federer,18-24
U49083,Pennsylvania,Emma Raducanu,18-24
U49084,Florida,Emma Radunanucanunu,45+
U49137,Ohio,Emma Radunanucanunu,34-45
U49149,Texas,Roder Feedderer,45+
U49159,California,Serena Williams,25-34
U49217,Texas,Rafael Nadal,34-45
U49231,Illinois,Rafa,25-34
U49249,Texas,Rafa Nadal,34-45
U49259,California,Emma Raducanu,18-24
U49281,New York,Novak Djokovic,45+
U49289,Florida,Rafa,18-24
U49290,Illinois,Emma Raducanu,25-34
U4930,Texas,Rafael Nadal,18-24
U49300,Illinois,Rafa,45+
U49301,Florida,Rafa Nadal,34-45
U49324,New York,Rafa,25-34
U4933,Pennsylvania,Emma Raducanu,34-45
U49377,New York,Queen Serena,45+
U49398,Pennsylvania,Queen Serena,34-45
U49402,Florida,Rafa,45+
U49409,Florida,Serena Williams,34-45
U49418,Texas,Emma Radunanucanunu,34-45
U49423,New York,Roder Feedderer,25-34
U49443,Ohio,Roger Federer,25-34
U49459,Illinois,Serena Williams,18-24
U49481,Pennsylvania,Emma Radunanucanunu,25-34
U49516,Florida,Emma Raducanu,25-34
U49531,Pennsylvania,Queen Serena,34-45
U49533,Ohio,Roder Feedderer,18-24
U49534,Pennsylvania,Rafa Nadal,25-34
U4954,Illinois,Queen Serena,18-24
U49548,Illinois,Roger Federer,18-24
U49550,California,Novak Djokovic,25-34
U49552,Ohio,Queen Serena,34-45
U49575,Texas,Novak Djokovic,45+
U49616,Texas,Roder Feedderer,45+
U49652,Texas,Roder Feedderer,25-34
U49666,California,Rafa Nadal,18-24
U49671,Ohio,Roder Feedderer,45+
U49675,Illinois,Serena Williams,45+
U4969,Ohio,Rafa,18-24
U49692,Ohio,Rafa Nadal,18-24
U49702,Texas,Rafa,18-24
U49717,Ohio,Rafa,18-24
U49721,Ohio,Roger Federer,45+
U49724,Florida,Serena Williams,18-24
U49727,Illinois,Emma Raducanu,18-24
U49730,Illinois,Emma Raducanu,45+
U49743,Florida,Roger Federer,18-24
U49744,US State,Roger Federer,25-34
U49766,California,Rafael Nadal,25-34
U49769,Pennsylvania,Rafa,18-24
U4978,Illinois,Serena Williams,18-24
U49792,Illinois,Rafa Nadal,25-34
U49803,Ohio,Serena Williams,18-24
U49813,Florida,Rafa,18-24
U4982,Pennsylvania,Rafa Nadal,18-24
U49836,California,Emma Radunanucanunu,34-45
U49876,New York,Rafa,18-24
U49888,New York,Queen Serena,18-24
U49903,Florida,Rafa,45+
U49915,Ohio,Serena Williams,25-34
U49932,Texas,Emma Radunanucanunu,25-34
U49942,Florida,Rafa,34-45
U49963,US State,Rafael Nadal,25-34
U49967,Texas,Rafael Nadal,25-34
U4998,Ohio,Emma Radunanucanunu,18-24
U49987,Florida,Roger Federer,18-24
U50000,Illinois,Roger Federer,18-24
U50001,California,Rafael Nadal,45+
U50002,Ohio,Rafael Nadal,25-34
U50019,Texas,Novak Djokovic,34-45
U50032,Florida,Emma Raducanu,34-45
U5007,California,Serena Williams,18-24
U50079,Pennsylvania,Queen Serena,18-24
U50085,California,Emma Raducanu,34-45
U50086,Ohio,Rafa,18-24
U50088,Illinois,Queen Serena,25-34
U50103,Pennsylvania,Queen Serena,45+
U50106,California,Roger Federer,25-34
U50110,US State,Emma Raducanu,45+
U50114,Texas,Roder Feedderer,34-45
U50140,Texas,Roder Feedderer,18-24
U50143,Ohio,Roger Federer,45+
U50144,Pennsylvania,Roder Feedderer,34-45
U50154,Pennsylvania,Rafa,25-34
U50155,California,Rafa Nadal,34-45
U50165,Texas,Rafa,34-45
U50189,Florida,Serena Williams,45+
U50197,Illinois,Rafael Nadal,45+
U50198,Florida,Rafael Nadal,34-45
U50199,Illinois,Rafa Nadal,25-34
U50203,Illinois,Emma Raducanu,25-34
U50221,Texas,Serena Williams,45+
U50243,New York,Rafa Nadal,18-24
U50262,Illinois,Rafa,25-34
U50272,California,Rafa,18-24
U50275,Illinois,Serena Williams,34-45
U50295,Pennsylvania,Emma Raducanu,25-34
U50297,New York,Emma Raducanu,45+
U50304,Pennsylvania,Serena Williams,18-24
U50343,Texas,Rafael Nadal,34-45
U50353,Pennsylvania,Roger Federer,25-34
U50358,Ohio,Emma Radunanucanunu,18-24
U50378,Florida,Rafael Nadal,45+
U50388,California,Serena Williams,45+
U50400,Pennsylvania,Queen Serena,45+
U50415,New York,Roger Federer,18-24
U50425,New York,Rafa,34-45
U50432,Illinois,Emma Raducanu,18-24
U5044,Illinois,Roder Feedderer,45+
U50478,Ohio,Rafael Nadal,18-24
U50479,Illinois,Emma Raducanu,25-34
U50480,Illinois,Emma Raducanu,25-34
U50498,Ohio,Emma Radunanucanunu,45+
U50518,Illinois,Queen Serena,45+
U50541,Pennsylvania,Novak Djokovic,45+
U50543,California,Novak Djokovic,45+
U50545,Texas,Rafael Nadal,25-34
U50556,Illinois,Emma Raducanu,34-45
U50557,New York,Emma Raducanu,18-24
U5056,California,Queen Serena,45+
U5058,Pennsylvania,Roder Feedderer,18-24
U50581,California,Rafa,45+
U50586,US State,Queen Serena,18-24
U50588,California,Queen Serena,18-24
U5059,Florida,Roder Feedderer,34-45
U50592,California,Emma Radunanucanunu,18-24
U50605,New York,Emma Raducanu,34-45
U50614,Florida,Rafael Nadal,45+
U50622,New York,Rafa Nadal,45+
U50650,California,Novak Djokovic,25-34
U50659,Illinois,Rafael Nadal,45+
U50671,Florida,Rafael Nadal,18-24
U50684,California,Rafa,18-24
U50688,Illinois,Roder Feedderer,25-34
U50698,Ohio,Queen Serena,34-45
U50700,California,Serena Williams,18-24
U50709,Texas,Rafael Nadal,18-24
U50715,Illinois,Rafa,34-45
U50732,Florida,Rafael Nadal,18-24
U5076,Illinois,Novak Djokovic,18-24
U50766,Pennsylvania,Rafa,18-24
U50771,California,Rafa,25-34
U50774,California,Novak Djokovic,45+
U50785,Pennsylvania,Emma Radunanucanunu,25-34
U50791,California,Roger Federer,45+
U50796,Ohio,Roder Feedderer,18-24
U50801,Pennsylvania,Rafa Nadal,25-34
U50819,Florida,Emma Radunanucanunu,25-34
U50861,Illinois,Serena Williams,18-24
U50874,Ohio,Rafa,18-24
U50877,Illinois,Emma Radunanucanunu,34-45
U50879,Florida,Emma Radunanucanunu,34-45
U50884,Pennsylvania,Serena Williams,18-24
U5089,California,Emma Raducanu,18-24
U509,California,Serena Williams,18-24
U50900,Texas,Novak Djokovic,34-45
U50911,California,Roger Federer,45+
U50954,Texas,Rafa,18-24
U50965,Texas,Novak Djokovic,25-34
U50972,Florida,Queen Serena,34-45
U50973,California,Novak Djokovic,18-24
U50978,Ohio,Emma Radunanucanunu,45+
U50983,Florida,Queen Serena,25-34
U50996,Pennsylvania,Rafael Nadal,18-24
U5101,Ohio,Roder Feedderer,25-34
U51011,Ohio,Rafa,34-45
U51013,Illinois,Roder Feedderer,18-24
U51022,Pennsylvania,Rafa,18-24
U51029,Ohio,Rafa Nadal,34-45
U51030,Illinois,Emma Radunanucanunu,25-34
U51033,New York,Queen Serena,18-24
U51046,Florida,Roger Federer,18-24
U51063,Ohio,Roger Federer,45+
U51069,Texas,Queen Serena,25-34
U51071,California,Rafael Nadal,34-45
U51076,Florida,Rafael Nadal,18-24
U51097,Pennsylvania,Roger Federer,34-45
U51125,US State,Rafael Nadal,18-24
U51140,New York,Emma Radunanucanunu,45+
U51144,California,Serena Williams,18-24
U5116,Ohio,Novak Djokovic,18-24
U51164,Texas,Roder Feedderer,18-24
U5117,Illinois,Novak Djokovic,25-34
U51173,New York,Emma Radunanucanunu,18-24
U51188,California,Roder Feedderer,25-34
U51196,Texas,Queen Serena,18-24
U51271,Illinois,Emma Radunanucanunu,18-24
U51274,Florida,Novak Djokovic,25-34
U51275,Texas,Novak Djokovic,18-24
U51283,California,Roder Feedderer,25-34
U5132,US State,Emma Raducanu,18-24
U51341,Ohio,Serena Williams,45+
U51365,Illinois,Rafael Nadal,18-24
U51402,Illinois,Queen Serena,45+
U51414,Ohio,Serena Williams,45+
U51434,Illinois,Serena Williams,34-45
U51436,Texas,Emma Raducanu,18-24
U51437,Illinois,Roger Federer,18-24
U51445,Pennsylvania,Roger Federer,45+
U51459,Pennsylvania,Roger Federer,18-24
U51466,Pennsylvania,Novak Djokovic,45+
U51475,Illinois,Roger Federer,18-24
U51481,New York,Roder Feedderer,18-24
U51506,Pennsylvania,Queen Serena,18-24
U51524,Ohio,Rafa,45+
U51559,New York,Roger Federer,18-24
U51562,Ohio,Roger Federer,34-45
U51585,New York,Roger Federer,18-24
U5159,Illinois,Rafa Nadal,45+
U51591,California,Roger Federer,34-45
U51593,California,Queen Serena,18-24
U51633,New York,Roder Feedderer,25-34
U51636,Pennsylvania,Serena Williams,18-24
U5165,California,Emma Raducanu,25-34
U51652,Ohio,Serena Williams,25-34
U51674,Ohio,Novak Djokovic,34-45
U51693,Pennsylvania,Roder Feedderer,45+
U51698,Pennsylvania,Queen Serena,18-24
U51718,Pennsylvania,Roger Federer,18-24
U51736,Illinois,Serena Williams,18-24
U5174,US State,Serena Williams,25-34
U51748,New York,Rafa,25-34
U51757,Pennsylvania,Emma Raducanu,25-34
U51762,Florida,Novak Djokovic,34-45
U51801,Ohio,Emma Raducanu,18-24
U51806,Ohio,Queen Serena,45+
U51832,Texas,Serena Williams,25-34
U51833,Texas,Emma Raducanu,18-24
U51844,Florida,Rafael Nadal,34-45
U51849,Illinois,Rafa Nadal,25-34
U51850,Texas,Queen Serena,45+
U51856,Florida,Roger Federer,18-24
U5186,Pennsylvania,Serena Williams,45+
U51862,Florida,Novak Djokovic,18-24
U51877,Florida,Roder Feedderer,25-34
U51883,Illinois,Serena Williams,18-24
U51888,California,Emma Radunanucanunu,18-24
U51895,Texas,Rafa Nadal,25-34
U51897,Illinois,Rafa,18-24
U5190,Texas,Emma Radunanucanunu,45+
U51931,US State,Rafael Nadal,18-24
U51936,Texas,Roger Federer,34-45
U51952,Texas,Serena Williams,18-24
U51968,New York,Rafa,45+
U51994,New York,Rafael Nadal,45+
U51995,Illinois,Rafael Nadal,18-24
U52013,New York,Emma Radunanucanunu,34-45
U52014,Texas,Serena Williams,34-45
U52062,New York,Serena Williams,34-45
U52120,Texas,Emma Raducanu,34-45
U52135,Texas,Roder Feedderer,45+
U5214,Florida,Emma Radunanucanunu,34-45
U52141,Ohio,Rafa,18-24
U52161,Florida,Queen Serena,34-45
U52222,Texas,Rafa,25-34
U52230,Illinois,Queen Serena,18-24
U52279,California,Rafael Nadal,18-24
U52285,Pennsylvania,Emma Radunanucanunu,18-24
U52291,Texas,Emma Radunanucanunu,45+
U52330,Texas,Serena Williams,34-45
U52331,Ohio,Rafael Nadal,45+
U52337,Texas,Queen Serena,18-24
U52341,Pennsylvania,Emma Raducanu,34-45
U52349,Florida,Roder Feedderer,18-24
U5235,Ohio,Novak Djokovic,34-45
U52351,Texas,Rafa Nadal,45+
U52353,New York,Queen Serena,45+
U52355,New York,Serena Williams,45+
U52362,Florida,Queen Serena,25-34
U52372,Texas,Serena Williams,45+
U5238,Texas,Roder Feedderer,45+
U52383,Pennsylvania,Queen Serena,18-24
U52397,Texas,Queen Serena,25-34
U524,Florida,Serena Williams,34-45
U52403,Florida,Roger Federer,34-45
U52420,Florida,Queen Serena,18-24
U52435,Illinois,Roder Feedderer,18-24
U5244,California,Roger Federer,18-24
U52443,Pennsylvania,Emma Radunanucanunu,18-24
U5245,Florida,Emma Radunanucanunu,45+
U52451,Florida,Rafa,18-24
U52469,New York,Rafa,45+
U5248,New York,Rafa,18-24
U52490,New York,Emma Radunanucanunu,18-24
U52496,New York,Serena Williams,18-24
U52502,Florida,Emma Raducanu,25-34
U52508,Pennsylvania,Rafa,18-24
U52511,New York,Emma Raducanu,25-34
U52523,Illinois,Rafa Nadal,25-34
U52524,Texas,Serena Williams,34-45
U52527,Florida,Serena Williams,18-24
U5254,Pennsylvania,Serena Williams,45+
U52541,Pennsylvania,Novak Djokovic,34-45
U52588,New York,Novak Djokovic,18-24
U52605,Pennsylvania,Queen Serena,34-45
U52611,Florida,Rafa Nadal,18-24
U52626,Pennsylvania,Serena Williams,18-24
U52632,California,Roder Feedderer,25-34
U52633,Illinois,Rafa,45+
U52643,Ohio,Novak Djokovic,18-24
U52644,New York,Roger Federer,25-34
U52646,Illinois,Emma Radunanucanunu,18-24
U52659,Ohio,Rafael Nadal,18-24
U52660,California,Serena Williams,18-24
U52662,Illinois,Novak Djokovic,18-24
U52666,Texas,Queen Serena,25-34
U52681,Illinois,Rafael Nadal,18-24
U52685,Pennsylvania,Roger Federer,18-24
U52687,Ohio,Queen Serena,34-45
U52709,Illinois,Rafael Nadal,34-45
U52715,Pennsylvania,Rafa,34-45
U52734,Illinois,Queen Serena,45+
U52736,California,Novak Djokovic,34-45
U52739,California,Roder Feedderer,18-24
U52748,Illinois,Roder Feedderer,45+
U52752,Ohio,Rafael Nadal,25-34
U52755,New York,Novak Djokovic,18-24
U52765,Illinois,Novak Djokovic,45+
U52781,California,Rafa Nadal,25-34
U52783,California,Serena Williams,45+
U52793,Pennsylvania,Emma Radunanucanunu,18-24
U52799,California,Rafa,45+
U52804,Florida,Novak Djokovic,45+
U52847,Pennsylvania,Roder Feedderer,25-34
U5288,Texas,Novak Djokovic,45+
U52884,Florida,Queen Serena,34-45
U52888,Texas,Emma Raducanu,18-24
U52953,Pennsylvania,Emma Radunanucanunu,25-34
U52955,Florida,Rafael Nadal,34-45
U52973,Florida,Novak Djokovic,34-45
U52990,Texas,Novak Djokovic,18-24
U53002,Texas,Rafael Nadal,25-34
U53024,Texas,Queen Serena,25-34
U5303,Illinois,Queen Serena,25-34
U53057,Illinois,Roder Feedderer,25-34
U53070,Illinois,Rafa,18-24
U53076,Illinois,Rafa Nadal,18-24
U53094,Florida,Rafael Nadal,25-34
U53103,Ohio,Emma Radunanucanunu,18-24
U53116,Florida,Rafa,18-24
U53132,New York,Serena Williams,34-45
U53168,Illinois,Rafael Nadal,18-24
U5317,Florida,Emma Radunanucanunu,25-34
U53179,Texas,Novak Djokovic,18-24
U53188,Illinois,Roder Feedderer,45+
U5319,Ohio,Rafa Nadal,34-45
U5327,Texas,Rafa,18-24
U53270,Ohio,Roger Federer,34-45
U53282,California,Queen Serena,45+
U5330,Florida,Rafa,18-24
U53307,California,Roder Feedderer,45+
U53310,Pennsylvania,Rafa Nadal,34-45
U53311,California,Queen Serena,45+
U53312,New York,Rafael Nadal,34-45
U53361,Texas,Rafa,18-24
U53370,Pennsylvania,Rafa Nadal,25-34
U53383,Pennsylvania,Serena Williams,18-24
U53384,Texas,Emma Radunanucanunu,45+
U53405,Florida,Emma Radunanucanunu,34-45
U53417,Texas,Rafael Nadal,45+
U53440,Florida,Serena Williams,25-34
U53441,Ohio,Novak Djokovic,34-45
U53475,Florida,Roger Federer,45+
U53477,Texas,Roder Feedderer,25-34
U53481,New York,Emma Raducanu,34-45
U53482,New York,Rafa Nadal,45+
U53498,US State,Rafa,18-24
U53510,California,Rafa,45+
U53555,California,Novak Djokovic,45+
U53589,Pennsylvania,Roger Federer,34-45
U53653,New York,Rafa Nadal,25-34
U53658,Pennsylvania,Emma Raducanu,34-45
U53676,Pennsylvania,Rafa Nadal,25-34
U53687,Illinois,Emma Raducanu,18-24
U53692,Illinois,Roger Federer,45+
U53697,California,Novak Djokovic,25-34
U53724,Texas,Novak Djokovic,18-24
U53749,California,Queen Serena,34-45
U53783,Florida,Emma Radunanucanunu,18-24
U53784,New York,Emma Radunanucanunu,45+
U53793,California,Queen Serena,25-34
U53811,Ohio,Rafa Nadal,34-45
U53821,Ohio,Roder Feedderer,18-24
U53826,Ohio,Novak Djokovic,18-24
U53829,Texas,Rafa Nadal,18-24
U53878,Ohio,Rafael Nadal,45+
U53884,US State,Rafa,45+
U53899,Pennsylvania,Roder Feedderer,45+
U53908,Texas,Roger Federer,34-45
U53925,Texas,Queen Serena,25-34
U53937,Texas,Rafa,18-24
U53938,Illinois,Roder Feedderer,34-45
U53955,Florida,Emma Radunanucanunu,18-24
U53957,Pennsylvania,Serena Williams,45+
U5400,California,Roder Feedderer,18-24
U54009,New York,Rafa Nadal,18-24
U54010,Texas,Rafa,45+
U54027,New York,Rafael Nadal,45+
U54050,Illinois,Roder Feedderer,18-24
U54065,Florida,Rafael Nadal,45+
U54078,Ohio,Rafa Nadal,45+
U54086,Florida,Serena Williams,45+
U54094,Texas,Rafa,18-24
U54105,Ohio,Rafa Nadal,25-34
U54135,Florida,Serena Williams,45+
U5414,California,Roder Feedderer,25-34
U54142,Illinois,Roger Federer,25-34
U54151,Illinois,Serena Williams,25-34
U54161,Pennsylvania,Serena Williams,25-34
U54177,Ohio,Emma Radunanucanunu,34-45
U54178,New York,Queen Serena,18-24
U54196,California,Rafa Nadal,18-24
U54216,Florida,Roder Feedderer,45+
U54236,New York,Rafa Nadal,34-45
U54239,California,Queen Serena,25-34
U54251,Pennsylvania,Queen Serena,34-45
U54262,Florida,Novak Djokovic,25-34
U54271,California,Novak Djokovic,25-34
U54299,California,Novak Djokovic,45+
U54319,Pennsylvania,Roger Federer,18-24
U54322,Florida,Roder Feedderer,18-24
U54341,Illinois,Novak Djokovic,45+
U54344,Ohio,Rafael Nadal,25-34
U54346,Ohio,Roder Feedderer,34-45
U54406,US State,Rafael Nadal,45+
U54455,Ohio,Serena Williams,34-45
U54466,Florida,Rafa Nadal,45+
U54502,California,Rafa,45+
U54512,Pennsylvania,Roder Feedderer,45+
U54514,Illinois,Emma Raducanu,25-34
U54520,California,Roger Federer,25-34
U54536,Florida,Rafael Nadal,34-45
U54548,New York,Novak Djokovic,45+
U5456,Illinois,Roger Federer,18-24
U54567,California,Novak Djokovic,45+
U54584,California,Emma Radunanucanunu,18-24
U54592,Florida,Queen Serena,18-24
U54594,Ohio,Emma Raducanu,18-24
U54611,Illinois,Emma Raducanu,18-24
U54634,Illinois,Rafa,18-24
U5465,Illinois,Novak Djokovic,18-24
U54651,Texas,Serena Williams,18-24
U54652,New York,Novak Djokovic,25-34
U54654,California,Emma Raducanu,25-34
U54657,Texas,Novak Djokovic,34-45
U5466,Ohio,Roder Feedderer,18-24
U54690,Illinois,Novak Djokovic,18-24
U5470,Ohio,Queen Serena,45+
U54702,New York,Rafa Nadal,45+
U54705,Florida,Queen Serena,34-45
U54711,Florida,Rafa,34-45
U54719,California,Rafael Nadal,18-24
U54737,California,Rafa Nadal,18-24
U54756,Illinois,Queen Serena,25-34
U54763,California,Rafa Nadal,18-24
U54793,Ohio,Roger Federer,25-34
U54821,California,Serena Williams,18-24
U54835,Pennsylvania,Roder Feedderer,45+
U5490,Illinois,Roder Feedderer,18-24
U54906,Texas,Emma Raducanu,18-24
U54958,Illinois,Rafael Nadal,25-34
U54973,Illinois,Emma Raducanu,18-24
U54984,California,Rafa Nadal,25-34
U54989,Pennsylvania,Queen Serena,45+
U55002,California,Roder Feedderer,18-24
U55003,New York,Queen Serena,18-24
U55005,California,Rafa Nadal,18-24
U5502,Ohio,Roger Federer,25-34
U55047,Texas,Serena Williams,25-34
U55064,New York,Serena Williams,18-24
U55068,Ohio,Emma Radunanucanunu,25-34
U55074,New York,Novak Djokovic,18-24
U55077,Ohio,Rafael Nadal,18-24
U5510,Pennsylvania,Emma Raducanu,25-34
U55106,New York,Rafa,25-34
U55107,Florida,Serena Williams,45+
U55108,California,Serena Williams,45+
U55111,Pennsylvania,Novak Djokovic,25-34
U55118,California,Rafa,25-34
U55140,Texas,Queen Serena,34-45
U55144,Pennsylvania,Novak Djokovic,45+
U5517,Pennsylvania,Rafa,45+
U55190,Pennsylvania,Novak Djokovic,34-45
U55199,Ohio,Roder Feedderer,18-24
U55240,California,Rafa,34-45
U55271,Illinois,Rafa Nadal,25-34
U55285,Pennsylvania,Rafael Nadal,18-24
U55293,New York,Rafa Nadal,25-34
U55294,Pennsylvania,Serena Williams,25-34
U55303,New York,Novak Djokovic,45+
U55317,Texas,Rafa,25-34
U55333,Florida,Emma Radunanucanunu,45+
U55355,Ohio,Serena Williams,34-45
U55372,New York,Rafael Nadal,18-24
U55374,Pennsylvania,Rafa Nadal,18-24
U55399,Ohio,Novak Djokovic,25-34
U55407,Florida,Serena Williams,45+
U55440,Texas,Emma Radunanucanunu,45+
U55483,California,Rafael Nadal,18-24
U55491,California,Queen Serena,34-45
U55505,Texas,Rafa,45+
U5553,Texas,Roger Federer,45+
U55537,Texas,Rafa,25-34
U5554,Pennsylvania,Roder Feedderer,45+
U5555,New York,Rafa,25-34
U55561,Illinois,Emma Radunanucanunu,45+
U55563,New York,Serena Williams,45+
U55564,New York,Roder Feedderer,45+
U55607,California,Serena Williams,34-45
U5561,Florida,Rafa Nadal,18-24
U55626,New York,Roger Federer,25-34
U55648,Pennsylvania,Serena Williams,18-24
U55669,Ohio,Rafael Nadal,34-45
U5568,Florida,Novak Djokovic,25-34
U55692,Florida,Rafael Nadal,25-34
U55704,Texas,Emma Radunanucanunu,25-34
U55705,Illinois,Emma Radunanucanunu,18-24
U5571,New York,Rafael Nadal,45+
U55752,New York,Rafael Nadal,45+
U55761,US State,Rafael Nadal,18-24
U55768,New York,Emma Radunanucanunu,18-24
U55777,US State,Roder Feedderer,25-34
U55780,New York,Rafael Nadal,18-24
U55783,Illinois,Rafa,45+
U55785,California,Novak Djokovic,18-24
U55806,New York,Rafa Nadal,18-24
U5583,California,Rafael Nadal,18-24
U55839,California,Serena Williams,18-24
U55847,New York,Rafa,25-34
U55851,Pennsylvania,Rafael Nadal,45+
U55873,Pennsylvania,Emma Radunanucanunu,34-45
U55880,New York,Roger Federer,25-34
U55886,Pennsylvania,Rafa,25-34
U5589,New York,Serena Williams,25-34
U55891,Ohio,Novak Djokovic,45+
U55902,Illinois,Rafael Nadal,25-34
U55930,Florida,Serena Williams,45+
U5594,Illinois,Queen Serena,34-45
U55950,New York,Rafael Nadal,18-24
U55959,Pennsylvania,Rafael Nadal,45+
U5600,California,Rafa Nadal,34-45
U56000,California,Novak Djokovic,18-24
U56019,Florida,Emma Raducanu,34-45
U56024,Pennsylvania,Novak Djokovic,34-45
U56031,Florida,Rafa Nadal,18-24
U56053,Pennsylvania,Rafa,18-24
U56055,California,Emma Raducanu,25-34
U5606,Texas,Rafa Nadal,25-34
U56064,Florida,Roger Federer,25-34
U56084,Texas,Novak Djokovic,18-24
U56086,California,Rafael Nadal,34-45
U5609,California,Roder Feedderer,25-34
U56098,Pennsylvania,Queen Serena,45+
U561,California,Roder Feedderer,18-24
U56104,Pennsylvania,Queen Serena,18-24
U56108,Florida,Queen Serena,25-34
U56130,Ohio,Serena Williams,45+
U56166,Pennsylvania,Rafa,18-24
U56192,New York,Emma Radunanucanunu,18-24
U56197,Pennsylvania,Rafael Nadal,18-24
U56218,New York,Queen Serena,18-24
U56221,Illinois,Serena Williams,45+
U5625,Florida,Serena Williams,45+
U56251,Pennsylvania,Emma Raducanu,18-24
U56273,Pennsylvania,Roder Feedderer,45+
U5630,Illinois,Novak Djokovic,34-45
U56321,Ohio,Roder Feedderer,45+
U56367,Florida,Novak Djokovic,18-24
U56375,Texas,Emma Radunanucanunu,45+
U56381,Illinois,Rafa,34-45
U56398,US State,Rafael Nadal,45+
U56417,Ohio,Rafa,18-24
U56429,New York,Rafa Nadal,18-24
U56438,Texas,Emma Raducanu,18-24
U56475,Florida,Roger Federer,18-24
U56485,Texas,Rafa,18-24
U5653,Florida,Emma Radunanucanunu,45+
U56531,New York,Queen Serena,45+
U5658,Illinois,Rafael Nadal,18-24
U56588,Pennsylvania,Queen Serena,45+
U56638,Florida,Rafa,18-24
U56639,Illinois,Emma Raducanu,18-24
U56645,New York,Rafa,18-24
U56651,Illinois,Queen Serena,34-45
