order_id,user_id,status,gender,created_at,shipped_at,delivered_at,returned_at
O48208,U38526,Complete,F,2022-04-16,2022-04-16,2022-04-16,
O48209,U38527,Cancelled,F,2020-04-17,,,
O4821,U3847,Returned,F,2023-05-07,2023-05-10,2023-05-13,2023-05-13
O48222,U38534,Complete,F,2023-03-01,2023-02-28,2023-03-03,
O4823,U3849,Cancelled,F,2021-11-30,,,
O48258,U38571,Shipped,F,2022-10-23,2022-10-26,,
O48277,U38588,Complete,F,2023-05-17,2023-05-19,2023-05-20,
O48278,U38588,Shipped,F,2023-04-09,2023-04-11,,
O48298,U38608,Processing,F,2022-08-07,,,
O4831,U3856,Complete,F,2021-07-16,2021-07-17,2021-07-22,
O48314,U38624,Cancelled,F,2022-05-30,,,
O48317,U38624,Cancelled,F,2022-10-10,,,
O48350,U38650,Shipped,F,2022-07-07,2022-07-09,,
O4836,U3859,Processing,F,2023-05-30,,,
O48365,U38664,Shipped,F,2023-01-23,2023-01-24,,
O48367,U38666,Complete,F,2020-02-07,2020-02-09,2020-02-11,
O48386,U38682,Cancelled,F,2022-07-12,,,
O48391,U38687,Complete,F,2023-02-16,2023-02-16,2023-02-18,
O48395,U38691,Cancelled,F,2020-07-29,,,
O48408,U38699,Processing,F,2021-04-10,,,
O48428,U38714,Shipped,F,2021-07-09,2021-07-10,,
O48460,U38737,Processing,F,2021-02-15,,,
O48493,U38762,Shipped,F,2022-09-23,2022-09-24,,
O48496,U38764,Returned,F,2022-12-23,2022-12-20,2022-12-23,2022-12-23
O48504,U38772,Processing,F,2023-03-26,,,
O48539,U38805,Complete,F,2023-01-27,2023-01-25,2023-01-26,
O48547,U38813,Processing,F,2022-07-25,,,
O48555,U38817,Complete,F,2022-04-24,2022-04-26,2022-04-30,
O48614,U38868,Processing,F,2023-05-17,,,
O48616,U38869,Processing,F,2023-06-26,,,
O48618,U38871,Complete,F,2023-04-04,2023-04-03,2023-04-04,
O48658,U38900,Complete,F,2022-05-08,2022-05-08,2022-05-13,
O48698,U38921,Shipped,F,2022-12-20,2022-12-22,,
O48736,U38955,Returned,F,2020-09-13,2020-09-09,2020-09-14,2020-09-14
O48738,U38956,Processing,F,2022-05-10,,,
O48740,U38960,Returned,F,2022-12-16,2022-12-12,2022-12-15,2022-12-15
O48747,U38968,Complete,F,2023-04-01,2023-04-02,2023-04-04,
O48755,U38974,Shipped,F,2022-08-21,2022-08-19,,
O48775,U38988,Cancelled,F,2022-01-08,,,
O48792,U38996,Shipped,F,2022-09-28,2022-09-30,,
O48796,U38998,Complete,F,2023-01-21,2023-01-19,2023-01-23,
O48811,U39012,Cancelled,F,2022-09-05,,,
O48848,U39038,Cancelled,F,2020-08-22,,,
O48854,U39042,Shipped,F,2023-06-27,2023-06-28,,
O48888,U39068,Cancelled,F,2020-10-15,,,
O4889,U3909,Cancelled,F,2022-02-09,,,
O48892,U39074,Shipped,F,2023-01-15,2023-01-14,,
O48913,U39091,Complete,F,2022-10-13,2022-10-13,2022-10-17,
O48922,U39097,Processing,F,2023-05-15,,,
O48929,U39101,Complete,F,2023-06-01,2023-05-28,2023-05-31,
O48952,U39116,Shipped,F,2020-09-18,2020-09-18,,
O48961,U39123,Cancelled,F,2021-10-15,,,
O4898,U3920,Returned,F,2019-11-01,2019-11-03,2019-11-04,2019-11-04
O48981,U39140,Shipped,F,2023-05-02,2023-05-05,,
O48995,U39149,Shipped,F,2023-05-27,2023-05-24,,
O48996,U39150,Processing,F,2023-07-01,,,
O49000,U39154,Cancelled,F,2021-02-22,,,
O49019,U39172,Processing,F,2022-11-10,,,
O49029,U39182,Shipped,F,2021-04-29,2021-05-01,,
O49033,U39185,Complete,F,2022-06-05,2022-06-06,2022-06-08,
O4904,U3928,Cancelled,F,2022-09-24,,,
O49054,U39203,Complete,F,2021-10-26,2021-10-28,2021-11-01,
O49057,U39203,Complete,F,2021-10-05,2021-10-06,2021-10-08,
O49060,U39205,Processing,F,2020-09-20,,,
O49069,U39211,Processing,F,2021-05-29,,,
O49088,U39224,Shipped,F,2021-07-26,2021-07-24,,
O49103,U39237,Processing,F,2022-05-18,,,
O49104,U39238,Shipped,F,2019-07-15,2019-07-14,,
O4911,U3937,Processing,F,2022-09-25,,,
O49191,U39311,Cancelled,F,2021-04-27,,,
O49193,U39311,Complete,F,2022-04-24,2022-04-25,2022-04-27,
O49205,U39321,Shipped,F,2022-11-16,2022-11-16,,
O49229,U39340,Returned,F,2023-04-14,2023-04-14,2023-04-15,2023-04-15
O49254,U39361,Cancelled,F,2021-07-04,,,
O49266,U39367,Cancelled,F,2023-06-17,,,
O49273,U39374,Processing,F,2022-05-18,,,
O49274,U39375,Returned,F,2021-06-16,2021-06-17,2021-06-18,2021-06-18
O49286,U39386,Cancelled,F,2020-07-14,,,
O49292,U39394,Shipped,F,2022-07-26,2022-07-28,,
O49293,U39394,Complete,F,2022-05-26,2022-05-28,2022-06-02,
O49299,U39396,Processing,F,2021-01-10,,,
O4931,U3954,Processing,F,2019-10-01,,,
O49320,U39414,Shipped,F,2021-03-20,2021-03-20,,
O4934,U3957,Shipped,F,2022-05-03,2022-05-01,,
O49436,U39504,Shipped,F,2023-02-11,2023-02-12,,
O49440,U39509,Returned,F,2021-05-14,2021-05-16,2021-05-18,2021-05-18
O4946,U3966,Shipped,F,2023-05-01,2023-05-03,,
O49462,U39531,Cancelled,F,2023-06-26,,,
O49465,U39533,Cancelled,F,2023-06-03,,,
O49475,U39540,Returned,F,2023-06-01,2023-06-03,2023-06-04,2023-06-04
O49495,U39561,Shipped,F,2022-12-04,2022-12-05,,
O49500,U39565,Shipped,F,2021-05-19,2021-05-19,,
O49506,U39567,Cancelled,F,2022-07-29,,,
O49520,U39581,Processing,F,2022-10-09,,,
O49539,U39592,Cancelled,F,2021-12-28,,,
O49550,U39599,Shipped,F,2022-03-17,2022-03-19,,
O49564,U39611,Processing,F,2023-04-06,,,
O49566,U39612,Complete,F,2023-06-20,2023-06-18,2023-06-20,
O49578,U39620,Complete,F,2021-10-31,2021-10-31,2021-11-01,
O4961,U3973,Complete,F,2023-04-30,2023-05-02,2023-05-06,
O49627,U39677,Shipped,F,2022-03-22,2022-03-24,,
O49636,U39682,Returned,F,2022-04-15,2022-04-17,2022-04-18,2022-04-18
O49646,U39689,Shipped,F,2021-02-14,2021-02-17,,
O4966,U3980,Complete,F,2022-05-28,2022-05-25,2022-05-29,
O49673,U39711,Complete,F,2022-05-29,2022-05-29,2022-05-30,
O49696,U39731,Shipped,F,2022-11-07,2022-11-03,,
O4970,U3986,Processing,F,2023-06-03,,,
O49708,U39737,Complete,F,2021-03-21,2021-03-21,2021-03-22,
O49709,U39737,Shipped,F,2020-11-25,2020-11-26,,
O49729,U39755,Cancelled,F,2023-06-03,,,
O49731,U39757,Cancelled,F,2023-03-31,,,
O49743,U39768,Shipped,F,2022-10-20,2022-10-21,,
O49753,U39778,Shipped,F,2022-10-03,2022-10-05,,
O49772,U39792,Processing,F,2022-05-04,,,
O49779,U39797,Cancelled,F,2022-12-16,,,
O4978,U3995,Processing,F,2022-08-08,,,
O49821,U39826,Shipped,F,2021-05-16,2021-05-18,,
O4985,U4002,Processing,F,2021-03-18,,,
O49879,U39874,Shipped,F,2021-03-12,2021-03-11,,
O49901,U39890,Cancelled,F,2023-03-03,,,
O49906,U39893,Complete,F,2022-05-04,2022-05-05,2022-05-07,
O49918,U39902,Shipped,F,2021-07-21,2021-07-24,,
O49940,U39919,Returned,F,2021-12-08,2021-12-08,2021-12-09,2021-12-09
O49956,U39930,Complete,F,2023-01-02,2023-01-03,2023-01-06,
O4996,U4011,Cancelled,F,2022-11-15,,,
O49974,U39948,Cancelled,F,2022-02-23,,,
O50004,U39967,Complete,F,2021-02-01,2021-02-03,2021-02-05,
O50012,U39972,Complete,F,2021-05-27,2021-05-25,2021-05-27,
O50017,U39975,Cancelled,F,2022-12-15,,,
O50037,U39992,Shipped,F,2023-05-16,2023-05-17,,
O50039,U39993,Complete,F,2023-05-31,2023-05-31,2023-06-01,
O5007,U4026,Shipped,F,2023-05-07,2023-05-09,,
O50093,U40029,Shipped,F,2020-09-21,2020-09-24,,
O50102,U40039,Complete,F,2023-01-03,2023-01-04,2023-01-07,
O5011,U4027,Shipped,F,2021-10-27,2021-10-28,,
O50124,U40052,Complete,F,2023-05-15,2023-05-15,2023-05-18,
O50137,U40062,Processing,F,2022-05-15,,,
O50147,U40070,Complete,F,2021-07-02,2021-07-02,2021-07-07,
O50175,U40093,Processing,F,2021-06-30,,,
O50195,U40113,Cancelled,F,2021-11-06,,,
O50205,U40124,Complete,F,2023-06-11,2023-06-08,2023-06-12,
O50231,U40147,Cancelled,F,2023-03-12,,,
O50239,U40151,Cancelled,F,2020-07-05,,,
O50263,U40170,Shipped,F,2023-06-09,2023-06-12,,
O50270,U40176,Shipped,F,2020-07-08,2020-07-09,,
O50273,U40179,Shipped,F,2021-06-03,2021-06-04,,
O50290,U40192,Processing,F,2022-05-23,,,
O50297,U40199,Shipped,F,2022-03-02,2022-02-27,,
O50303,U40204,Complete,F,2022-02-18,2022-02-20,2022-02-25,
O5031,U4041,Shipped,F,2021-05-03,2021-05-04,,
O50316,U40211,Cancelled,F,2021-12-17,,,
O50340,U40230,Processing,F,2021-10-19,,,
O50341,U40230,Cancelled,F,2021-06-01,,,
O50347,U40235,Shipped,F,2021-01-04,2021-01-06,,
O50399,U40276,Shipped,F,2021-12-26,2021-12-26,,
O50404,U40281,Complete,F,2022-09-21,2022-09-23,2022-09-23,
O50405,U40281,Shipped,F,2023-03-27,2023-03-29,,
O50417,U40287,Processing,F,2022-05-14,,,
O50420,U40289,Complete,F,2021-11-13,2021-11-14,2021-11-17,
O50440,U40302,Complete,F,2020-06-28,2020-06-28,2020-07-01,
O50460,U40317,Complete,F,2021-09-07,2021-09-08,2021-09-10,
O50473,U40326,Processing,F,2020-04-26,,,
O50474,U40327,Shipped,F,2022-09-16,2022-09-13,,
O50486,U40336,Shipped,F,2022-10-07,2022-10-09,,
O50496,U40341,Returned,F,2020-10-03,2020-10-04,2020-10-08,2020-10-08
O50509,U40353,Processing,F,2022-12-22,,,
O50510,U40354,Processing,F,2020-05-11,,,
O50523,U40363,Shipped,F,2023-05-27,2023-05-27,,
O50558,U40390,Returned,F,2022-04-14,2022-04-12,2022-04-16,2022-04-16
O50559,U40391,Cancelled,F,2023-03-16,,,
O50592,U40417,Shipped,F,2020-08-19,2020-08-21,,
O50593,U40417,Returned,F,2020-11-30,2020-12-01,2020-12-02,2020-12-02
O50601,U40427,Complete,F,2023-02-04,2023-02-05,2023-02-10,
O50619,U40440,Complete,F,2022-07-27,2022-07-29,2022-07-31,
O50641,U40453,Cancelled,F,2021-03-20,,,
O5069,U4076,Shipped,F,2022-10-01,2022-10-03,,
O50742,U40531,Processing,F,2022-07-24,,,
O50767,U40546,Complete,F,2021-09-12,2021-09-15,2021-09-15,
O5078,U4088,Shipped,F,2021-04-11,2021-04-13,,
O50783,U40558,Processing,F,2022-02-24,,,
O50786,U40559,Cancelled,F,2022-07-01,,,
O50843,U40610,Shipped,F,2020-02-05,2020-02-05,,
O50875,U40638,Shipped,F,2021-08-11,2021-08-08,,
O50879,U40640,Shipped,F,2020-09-09,2020-09-10,,
O509,U394,Shipped,F,2023-03-30,2023-04-02,,
O5091,U4104,Processing,F,2022-09-11,,,
O5092,U4104,Shipped,F,2023-03-29,2023-03-30,,
O50933,U40698,Complete,F,2022-09-26,2022-09-28,2022-09-29,
O50934,U40699,Processing,F,2022-10-03,,,
O5094,U4104,Cancelled,F,2023-04-30,,,
O50944,U40709,Shipped,F,2020-04-09,2020-04-11,,
O50968,U40728,Cancelled,F,2023-01-24,,,
O50987,U40741,Complete,F,2020-04-23,2020-04-24,2020-04-28,
O51000,U40752,Shipped,F,2022-11-19,2022-11-22,,
O51010,U40755,Shipped,F,2023-06-27,2023-06-25,,
O51060,U40789,Shipped,F,2023-06-03,2023-06-03,,
O51081,U40804,Shipped,F,2021-09-29,2021-09-27,,
O51082,U40804,Shipped,F,2020-04-10,2020-04-12,,
O51085,U40808,Shipped,F,2023-05-21,2023-05-22,,
O51117,U40828,Shipped,F,2021-05-19,2021-05-22,,
O51135,U40849,Shipped,F,2023-01-18,2023-01-17,,
O51159,U40870,Shipped,F,2019-07-21,2019-07-22,,
O51168,U40875,Shipped,F,2023-06-06,2023-06-09,,
O51170,U40876,Processing,F,2023-04-15,,,
O51178,U40883,Processing,F,2022-06-15,,,
O51182,U40886,Processing,F,2023-04-07,,,
O51184,U40888,Complete,F,2022-11-13,2022-11-13,2022-11-15,
O51186,U40889,Shipped,F,2023-01-23,2023-01-21,,
O51228,U40923,Shipped,F,2022-08-20,2022-08-21,,
O51239,U40929,Processing,F,2023-04-14,,,
O51257,U40944,Processing,F,2020-05-19,,,
O51263,U40950,Returned,F,2022-06-18,2022-06-19,2022-06-21,2022-06-21
O51275,U40963,Shipped,F,2022-10-01,2022-09-27,,
O51304,U40987,Complete,F,2023-05-07,2023-05-04,2023-05-06,
O51319,U40997,Complete,F,2023-01-27,2023-01-29,2023-02-01,
O51334,U41009,Shipped,F,2020-12-10,2020-12-12,,
O51335,U41010,Complete,F,2023-05-30,2023-06-01,2023-06-02,
O51352,U41025,Shipped,F,2021-08-16,2021-08-14,,
O51358,U41028,Processing,F,2020-07-12,,,
O51361,U41032,Processing,F,2022-12-20,,,
O51376,U41044,Shipped,F,2023-04-03,2023-03-31,,
O51386,U41053,Shipped,F,2022-08-30,2022-08-30,,
O51415,U41079,Complete,F,2023-07-01,2023-07-01,2023-07-02,
O51431,U41094,Processing,F,2019-11-04,,,
O5145,U4148,Complete,F,2023-03-02,2023-03-03,2023-03-04,
O51455,U41114,Shipped,F,2022-06-20,2022-06-21,,
O51463,U41118,Complete,F,2021-12-31,2021-12-30,2021-12-31,
O51464,U41118,Shipped,F,2022-06-26,2022-06-29,,
O51478,U41131,Cancelled,F,2022-06-11,,,
O51487,U41140,Processing,F,2020-01-30,,,
O51534,U41179,Shipped,F,2023-05-07,2023-05-09,,
O5156,U4160,Complete,F,2022-05-18,2022-05-19,2022-05-24,
O516,U400,Cancelled,F,2021-12-09,,,
O51637,U41260,Complete,F,2022-10-23,2022-10-22,2022-10-27,
O51644,U41267,Cancelled,F,2022-12-03,,,
O51700,U41311,Returned,F,2022-08-02,2022-08-04,2022-08-05,2022-08-05
O51713,U41319,Complete,F,2023-06-21,2023-06-22,2023-06-23,
O5173,U4173,Shipped,F,2022-07-07,2022-07-03,,
O51731,U41329,Complete,F,2022-10-31,2022-10-28,2022-11-02,
O51778,U41359,Returned,F,2023-04-14,2023-04-17,2023-04-22,2023-04-22
O5178,U4180,Cancelled,F,2021-01-27,,,
O51793,U41376,Shipped,F,2020-12-02,2020-11-30,,
O51796,U41377,Complete,F,2020-08-14,2020-08-16,2020-08-21,
O51813,U41392,Complete,F,2021-10-16,2021-10-16,2021-10-19,
O51829,U41402,Cancelled,F,2023-05-22,,,
O51848,U41416,Cancelled,F,2023-05-29,,,
O51855,U41421,Shipped,F,2019-11-11,2019-11-13,,
O51869,U41432,Cancelled,F,2021-07-22,,,
O51882,U41444,Complete,F,2021-08-06,2021-08-08,2021-08-10,
O5189,U4188,Returned,F,2022-09-10,2022-09-12,2022-09-13,2022-09-13
O51904,U41460,Complete,F,2023-06-10,2023-06-11,2023-06-15,
O51916,U41466,Complete,F,2022-11-13,2022-11-13,2022-11-14,
O51930,U41478,Complete,F,2022-01-13,2022-01-14,2022-01-18,
O51953,U41497,Shipped,F,2022-12-24,2022-12-25,,
O51969,U41511,Processing,F,2022-08-12,,,
O51977,U41516,Complete,F,2021-12-17,2021-12-19,2021-12-21,
O5198,U4194,Returned,F,2022-05-03,2022-05-01,2022-05-03,2022-05-03
O51987,U41527,Complete,F,2022-09-23,2022-09-21,2022-09-25,
O51997,U41532,Cancelled,F,2022-05-05,,,
O52032,U41565,Cancelled,F,2023-05-07,,,
O5206,U4200,Cancelled,F,2022-08-11,,,
O52063,U41590,Complete,F,2022-08-10,2022-08-09,2022-08-09,
O52064,U41590,Cancelled,F,2023-01-21,,,
O52069,U41597,Shipped,F,2022-07-01,2022-07-02,,
O52073,U41601,Complete,F,2020-06-25,2020-06-25,2020-06-28,
O52081,U41606,Processing,F,2020-05-10,,,
O52088,U41617,Complete,F,2023-01-25,2023-01-25,2023-01-26,
O52098,U41623,Shipped,F,2022-05-08,2022-05-08,,
O52107,U41632,Cancelled,F,2021-11-08,,,
O52116,U41637,Processing,F,2021-12-09,,,
O52127,U41643,Returned,F,2022-06-19,2022-06-21,2022-06-25,2022-06-25
O52128,U41645,Shipped,F,2023-06-27,2023-06-26,,
O52130,U41646,Complete,F,2020-12-27,2020-12-26,2020-12-29,
O52194,U41703,Complete,F,2022-08-13,2022-08-13,2022-08-16,
O52229,U41732,Complete,F,2019-11-21,2019-11-22,2019-11-24,
O52265,U41766,Complete,F,2021-11-10,2021-11-12,2021-11-16,
O52294,U41793,Returned,F,2023-05-11,2023-05-12,2023-05-14,2023-05-14
O52300,U41796,Processing,F,2022-03-31,,,
O52302,U41798,Processing,F,2022-05-08,,,
O52310,U41805,Shipped,F,2021-02-22,2021-02-24,,
O52316,U41808,Returned,F,2022-09-03,2022-09-04,2022-09-05,2022-09-05
O52350,U41839,Processing,F,2023-06-27,,,
O52358,U41849,Cancelled,F,2023-07-01,,,
O52360,U41852,Shipped,F,2022-12-30,2022-12-31,,
O52372,U41860,Shipped,F,2020-10-20,2020-10-18,,
O5240,U4223,Shipped,F,2023-06-09,2023-06-08,,
O52431,U41904,Processing,F,2023-06-18,,,
O52439,U41909,Shipped,F,2022-08-31,2022-08-31,,
O52442,U41911,Shipped,F,2022-01-28,2022-01-28,,
O52467,U41928,Shipped,F,2023-06-29,2023-06-29,,
O52468,U41928,Processing,F,2023-06-01,,,
O52486,U41940,Complete,F,2023-05-16,2023-05-15,2023-05-16,
O52527,U41966,Shipped,F,2022-06-19,2022-06-21,,
O52561,U41994,Complete,F,2022-05-30,2022-05-29,2022-06-02,
O52598,U42024,Processing,F,2022-04-22,,,
O52604,U42027,Complete,F,2023-06-07,2023-06-05,2023-06-08,
O52609,U42030,Returned,F,2022-03-27,2022-03-24,2022-03-28,2022-03-28
O52625,U42051,Shipped,F,2019-10-24,2019-10-24,,
O5269,U4251,Shipped,F,2022-05-31,2022-05-28,,
O5271,U4255,Processing,F,2022-07-10,,,
O52726,U42138,Processing,F,2021-09-27,,,
O52737,U42146,Shipped,F,2023-02-27,2023-03-01,,
O52739,U42146,Processing,F,2023-05-06,,,
O52796,U42202,Processing,F,2022-01-21,,,
O52802,U42204,Returned,F,2022-08-17,2022-08-19,2022-08-22,2022-08-22
O52804,U42206,Cancelled,F,2022-11-26,,,
O52818,U42216,Returned,F,2022-10-31,2022-10-30,2022-11-02,2022-11-02
O52837,U42228,Complete,F,2022-02-28,2022-02-27,2022-03-03,
O52844,U42234,Shipped,F,2023-03-20,2023-03-18,,
O5285,U4266,Cancelled,F,2023-05-19,,,
O52861,U42243,Processing,F,2022-05-26,,,
O52869,U42251,Processing,F,2023-06-30,,,
O52880,U42261,Shipped,F,2023-06-24,2023-06-27,,
O52881,U42261,Complete,F,2023-06-21,2023-06-24,2023-06-24,
O52908,U42286,Complete,F,2023-07-02,2023-07-01,2023-07-02,
O52909,U42286,Processing,F,2023-06-29,,,
O52914,U42287,Complete,F,2022-04-01,2022-04-01,2022-04-02,
O5293,U4271,Complete,F,2022-12-24,2022-12-26,2022-12-28,
O52936,U42305,Processing,F,2023-05-12,,,
O52946,U42315,Processing,F,2023-06-09,,,
O52949,U42315,Processing,F,2022-11-12,,,
O52959,U42320,Shipped,F,2022-10-16,2022-10-13,,
O52979,U42333,Cancelled,F,2023-05-12,,,
O52997,U42350,Cancelled,F,2022-03-25,,,
O53000,U42351,Complete,F,2023-06-28,2023-06-29,2023-06-30,
O53002,U42353,Complete,F,2019-12-29,2019-12-31,2020-01-04,
O53004,U42355,Shipped,F,2023-05-27,2023-05-26,,
O53007,U42358,Cancelled,F,2023-06-02,,,
O53009,U42360,Shipped,F,2023-02-21,2023-02-21,,
O53036,U42380,Shipped,F,2020-12-19,2020-12-21,,
O53084,U42414,Complete,F,2021-08-28,2021-08-26,2021-08-31,
O53087,U42417,Processing,F,2022-11-18,,,
O53097,U42421,Processing,F,2023-06-05,,,
O53113,U42436,Cancelled,F,2021-11-20,,,
O53119,U42439,Cancelled,F,2021-10-11,,,
O53120,U42439,Complete,F,2021-03-03,2021-02-28,2021-02-28,
O5314,U4284,Complete,F,2023-01-19,2023-01-17,2023-01-21,
O53142,U42454,Complete,F,2021-08-28,2021-08-26,2021-08-26,
O5316,U4284,Cancelled,F,2020-09-11,,,
O53194,U42497,Processing,F,2021-08-07,,,
O53210,U42509,Processing,F,2022-04-24,,,
O53238,U42536,Cancelled,F,2023-04-29,,,
O53240,U42536,Cancelled,F,2023-04-15,,,
O53278,U42571,Shipped,F,2022-08-04,2022-08-04,,
O53297,U42583,Complete,F,2022-05-09,2022-05-10,2022-05-15,
O53311,U42593,Complete,F,2022-03-06,2022-03-08,2022-03-09,
O53320,U42600,Processing,F,2021-11-18,,,
O53323,U42604,Shipped,F,2022-07-19,2022-07-21,,
O53326,U42606,Shipped,F,2023-04-28,2023-04-30,,
O53363,U42630,Cancelled,F,2023-06-06,,,
O53379,U42649,Processing,F,2023-05-31,,,
O53390,U42657,Shipped,F,2019-12-20,2019-12-21,,
O53437,U42689,Cancelled,F,2022-12-15,,,
O53453,U42698,Shipped,F,2022-10-26,2022-10-28,,
O5346,U4305,Shipped,F,2023-01-02,2023-01-02,,
O53484,U42728,Shipped,F,2020-07-04,2020-07-06,,
O535,U418,Shipped,F,2023-03-04,2023-03-07,,
O53510,U42754,Complete,F,2022-07-16,2022-07-14,2022-07-16,
O53515,U42759,Complete,F,2021-07-28,2021-07-29,2021-07-30,
O53552,U42792,Shipped,F,2023-06-18,2023-06-20,,
O53559,U42799,Cancelled,F,2023-03-21,,,
O53583,U42819,Complete,F,2022-01-16,2022-01-17,2022-01-22,
O53605,U42840,Shipped,F,2020-06-29,2020-06-30,,
O53621,U42852,Complete,F,2023-02-17,2023-02-17,2023-02-20,
O53640,U42867,Complete,F,2021-05-25,2021-05-27,2021-05-28,
O53660,U42880,Processing,F,2022-04-19,,,
O53704,U42911,Cancelled,F,2019-09-11,,,
O53758,U42947,Shipped,F,2021-07-19,2021-07-21,,
O53764,U42952,Processing,F,2023-06-23,,,
O53765,U42952,Shipped,F,2022-03-22,2022-03-19,,
O53806,U42995,Complete,F,2023-01-17,2023-01-19,2023-01-23,
O53808,U42997,Complete,F,2021-10-02,2021-10-05,2021-10-08,
O53813,U43000,Complete,F,2023-06-24,2023-06-23,2023-06-27,
O53816,U43003,Shipped,F,2022-10-11,2022-10-12,,
O5385,U4343,Cancelled,F,2023-05-16,,,
O53852,U43036,Returned,F,2022-04-01,2022-04-01,2022-04-04,2022-04-04
O53856,U43039,Returned,F,2023-04-24,2023-04-25,2023-04-30,2023-04-30
O53884,U43063,Shipped,F,2023-04-23,2023-04-22,,
O53889,U43067,Processing,F,2023-06-08,,,
O53906,U43081,Shipped,F,2023-05-20,2023-05-19,,
O53967,U43146,Cancelled,F,2022-12-20,,,
O53971,U43152,Cancelled,F,2020-08-04,,,
O53972,U43152,Complete,F,2023-02-18,2023-02-19,2023-02-22,
O53984,U43162,Returned,F,2023-05-26,2023-05-28,2023-06-02,2023-06-02
O53992,U43171,Complete,F,2019-08-13,2019-08-10,2019-08-11,
O54013,U43187,Processing,F,2022-05-25,,,
O5407,U4362,Cancelled,F,2023-06-16,,,
O54077,U43251,Shipped,F,2023-04-15,2023-04-16,,
O54086,U43257,Shipped,F,2022-12-19,2022-12-22,,
O54106,U43269,Returned,F,2021-04-23,2021-04-21,2021-04-22,2021-04-22
O54124,U43281,Cancelled,F,2022-03-07,,,
O54128,U43286,Shipped,F,2021-09-16,2021-09-16,,
O54141,U43298,Returned,F,2023-04-22,2023-04-24,2023-04-26,2023-04-26
O54150,U43304,Complete,F,2022-02-14,2022-02-15,2022-02-18,
O54168,U43317,Complete,F,2023-06-03,2023-05-30,2023-06-01,
O54169,U43318,Returned,F,2023-04-26,2023-04-27,2023-05-01,2023-05-01
O54173,U43321,Processing,F,2021-08-14,,,
O54199,U43344,Shipped,F,2020-06-29,2020-07-02,,
O54201,U43347,Processing,F,2021-10-28,,,
O54277,U43397,Complete,F,2023-01-01,2023-01-02,2023-01-02,
O5428,U4379,Complete,F,2020-12-31,2021-01-02,2021-01-06,
O54282,U43401,Shipped,F,2022-12-16,2022-12-14,,
O54311,U43425,Processing,F,2022-01-25,,,
O54316,U43429,Processing,F,2022-10-17,,,
O54321,U43432,Shipped,F,2021-04-21,2021-04-23,,
O54335,U43445,Shipped,F,2023-05-25,2023-05-26,,
O54345,U43453,Shipped,F,2023-01-18,2023-01-19,,
O5435,U4383,Cancelled,F,2022-01-12,,,
O54350,U43457,Shipped,F,2023-04-24,2023-04-24,,
O54356,U43463,Cancelled,F,2021-03-18,,,
O54375,U43479,Returned,F,2021-09-13,2021-09-14,2021-09-18,2021-09-18
O54382,U43483,Shipped,F,2021-03-22,2021-03-24,,
O54443,U43532,Shipped,F,2023-01-04,2023-01-03,,
O54454,U43542,Complete,F,2019-09-18,2019-09-19,2019-09-22,
O54456,U43543,Shipped,F,2023-05-26,2023-05-25,,
O54463,U43550,Complete,F,2022-10-11,2022-10-14,2022-10-17,
O54464,U43550,Shipped,F,2023-03-22,2023-03-24,,
O54474,U43557,Complete,F,2021-03-12,2021-03-14,2021-03-15,
O54485,U43565,Shipped,F,2021-03-01,2021-03-04,,
O54505,U43584,Complete,F,2022-08-15,2022-08-16,2022-08-18,
O54530,U43603,Shipped,F,2022-04-25,2022-04-25,,
O54541,U43616,Shipped,F,2020-06-18,2020-06-19,,
O5458,U4398,Shipped,F,2021-11-29,2021-11-27,,
O54585,U43645,Cancelled,F,2021-08-01,,,
O54596,U43651,Shipped,F,2021-12-04,2021-12-07,,
O54603,U43658,Complete,F,2022-12-23,2022-12-25,2022-12-27,
O54625,U43678,Processing,F,2023-06-14,,,
O5463,U4404,Returned,F,2022-05-21,2022-05-23,2022-05-27,2022-05-27
O54636,U43686,Processing,F,2022-04-11,,,
O54676,U43727,Returned,F,2023-03-06,2023-03-06,2023-03-07,2023-03-07
O54677,U43728,Shipped,F,2023-06-22,2023-06-24,,
O54685,U43733,Cancelled,F,2023-06-14,,,
O54698,U43746,Complete,F,2023-06-24,2023-06-24,2023-06-27,
O54706,U43753,Complete,F,2023-05-02,2023-05-04,2023-05-06,
O54709,U43756,Complete,F,2023-04-04,2023-04-05,2023-04-10,
O54726,U43769,Cancelled,F,2023-05-07,,,
O54736,U43777,Shipped,F,2023-01-29,2023-02-01,,
O54774,U43799,Cancelled,F,2023-01-05,,,
O54786,U43807,Shipped,F,2023-04-08,2023-04-05,,
O54820,U43833,Processing,F,2023-06-28,,,
O54826,U43838,Processing,F,2020-03-23,,,
O54831,U43842,Shipped,F,2023-03-14,2023-03-16,,
O54854,U43857,Complete,F,2020-01-01,2020-01-03,2020-01-06,
O54880,U43879,Processing,F,2023-03-04,,,
O54907,U43901,Shipped,F,2023-05-27,2023-05-29,,
O54918,U43911,Shipped,F,2022-08-18,2022-08-21,,
O54947,U43935,Complete,F,2023-06-27,2023-06-28,2023-07-03,
O54971,U43953,Cancelled,F,2023-03-02,,,
O54990,U43969,Processing,F,2020-07-28,,,
O55020,U43992,Processing,F,2022-12-06,,,
O55047,U44008,Cancelled,F,2022-07-19,,,
O55066,U44022,Processing,F,2023-02-01,,,
O55090,U44036,Complete,F,2021-07-02,2021-06-29,2021-07-02,
