order_item_id,order_id,product_id,created_at,shipped_at,delivered_at,returned_at,sale_price
OI102971,O71025,P002,2022-11-10,,,,12.8900003
OI145661,O100403,P002,2023-02-21,,,,12.8900003
OI93185,O64275,P007,2023-04-11,2023-04-11,,,20.7800007
OI125504,O86583,P007,2023-06-14,2023-06-16,,,20.7800007
OI38362,O26397,P007,2022-12-13,,,,20.7800007
OI56591,O38891,P007,2022-09-05,,,,20.7800007
OI144954,O99921,P007,2023-06-29,,,,20.7800007
OI135353,O93371,P001,2019-11-11,2019-11-09,2019-11-13,,99.99
OI135927,O93764,P001,2022-07-29,2022-08-01,2022-08-05,,99.99
OI169831,O116968,P001,2023-02-03,2023-02-03,2023-02-06,,99.99
OI153530,O105771,P001,2022-03-27,2022-03-23,2022-03-25,2022-03-27,99.99
OI55879,O38382,P001,2021-12-31,,,,99.99
OI58489,O40208,P001,2021-05-28,,,,99.99
OI112839,O77835,P007,2021-07-24,2021-07-24,,,40.0
OI13838,O9522,P007,2020-09-07,,,,40.0
OI86539,O59693,P007,2021-03-28,,,,40.0
OI160458,O110589,P007,2023-01-06,,,,40.0
OI68178,O46977,P004,2020-04-17,2020-04-16,,,25.0
OI74742,O51455,P004,2022-06-20,2022-06-21,,,25.0
OI111587,O76973,P004,2022-07-01,2022-07-01,2022-07-05,2022-07-06,25.0
OI57050,O39188,P004,2022-08-04,,,,25.0
OI137208,O94651,P004,2023-03-09,,,,25.0
OI112998,O77943,P004,2021-06-05,,,,25.0
OI132834,O91649,P011,2022-01-27,2022-01-25,,,55.0
OI27046,O18588,P011,2023-06-29,2023-06-29,2023-07-02,,55.0
OI139868,O96422,P011,2021-09-13,2021-09-15,2021-09-17,2021-09-18,55.0
OI37264,O25604,P011,2023-06-18,,,,55.0
OI15581,O10744,P011,2023-06-25,,,,55.0
OI133827,O92332,P011,2023-04-26,,,,55.0
OI11841,O8143,P006,2021-01-01,2020-12-31,,,24.2000008
OI43628,O30004,P006,2022-12-09,2022-12-09,,,24.2000008
OI62621,O43054,P006,2021-01-09,2021-01-09,,,24.2000008
OI132510,O91423,P006,2020-11-22,2020-11-25,,,24.2000008
OI32528,O22367,P006,2021-10-17,2021-10-17,2021-10-21,,24.2000008
OI39685,O27303,P006,2023-06-27,,,,24.2000008
OI35313,O24296,P009,2022-05-11,2022-05-13,,,22.4500008
OI21592,O14858,P009,2023-05-16,2023-05-17,2023-05-19,,22.4500008
OI61191,O42085,P009,2023-06-12,2023-06-08,2023-06-09,,22.4500008
OI2284,O1546,P009,2022-03-13,2022-03-14,2022-03-18,2022-03-19,22.4500008
OI40643,O27960,P009,2022-05-04,,,,22.4500008
OI82281,O56672,P009,2020-09-08,,,,22.4500008
OI141768,O97738,P009,2021-08-12,,,,22.4500008
OI28552,O19610,P007,2022-10-05,2022-10-06,,,24.4500008
OI46559,O32017,P007,2021-10-02,2021-10-04,,,24.4500008
OI109309,O75410,P007,2021-03-11,2021-03-10,,,24.4500008
OI171854,O118341,P007,2022-12-26,2022-12-27,,,24.4500008
OI178578,O123049,P007,2023-05-01,2023-05-02,,,24.4500008
OI42877,O29505,P007,2023-01-02,2023-01-02,2023-01-05,,24.4500008
OI97450,O67244,P011,2021-07-02,2021-07-02,,,55.0
OI52938,O36369,P011,2021-09-04,2021-09-07,2021-09-09,,55.0
OI79828,O54971,P011,2023-03-02,,,,55.0
OI85970,O59282,P011,2023-05-08,,,,55.0
OI117278,O80920,P011,2022-11-09,,,,55.0
OI15851,O10930,P002,2023-06-21,2023-06-23,,,8.35000038
OI111445,O76875,P002,2023-03-03,2023-03-06,2023-03-10,2023-03-12,8.35000038
OI56499,O38819,P002,2021-04-04,,,,8.35000038
OI156682,O107967,P002,2023-04-21,,,,8.35000038
OI15847,O10928,P011,2022-11-24,2022-11-24,,,55.0
OI26747,O18387,P011,2023-03-27,2023-03-27,,,55.0
OI44423,O30553,P011,2021-09-14,2021-09-15,,,55.0
OI82868,O57073,P011,2023-02-09,2023-02-10,,,55.0
OI95044,O65576,P011,2023-04-23,2023-04-21,,,55.0
OI153846,O105979,P011,2022-11-18,2022-11-21,,,55.0
OI38932,O26793,P011,2023-05-21,2023-05-21,2023-05-23,,55.0
OI90625,O62510,P011,2023-06-17,2023-06-18,2023-06-23,,55.0
OI136234,O93980,P011,2023-04-10,2023-04-12,2023-04-12,,55.0
OI153007,O105416,P011,2022-11-15,2022-11-16,2022-11-18,,55.0
OI171985,O118433,P011,2022-11-29,2022-12-02,2022-12-05,,55.0
OI2233,O1512,P011,2022-05-05,2022-05-06,2022-05-09,2022-05-11,55.0
OI105238,O72607,P011,2021-04-18,,,,55.0
OI113994,O78632,P011,2022-08-16,,,,55.0
OI2485,O1683,P011,2022-11-23,,,,55.0
OI120168,O82909,P011,2021-07-20,,,,55.0
OI22820,O15696,P001,2022-11-26,2022-11-27,,,63.4000015
OI33246,O22876,P001,2022-01-16,2022-01-14,,,63.4000015
OI84894,O58496,P001,2021-03-22,2021-03-24,2021-03-24,,63.4000015
OI109032,O75215,P001,2023-03-08,2023-03-09,2023-03-11,,63.4000015
OI71873,O49462,P001,2023-06-26,,,,63.4000015
OI5146,O3506,P007,2023-06-19,2023-06-21,,,40.0
OI16067,O11082,P007,2022-01-26,2022-01-27,,,40.0
OI29760,O20448,P007,2023-03-22,2023-03-20,,,40.0
OI30212,O20762,P007,2022-05-17,2022-05-18,,,40.0
OI139858,O96417,P007,2022-08-04,2022-08-04,,,40.0
OI146340,O100871,P007,2023-05-29,2023-05-27,,,40.0
OI53280,O36602,P007,2020-11-02,2020-11-01,2020-11-01,,40.0
OI102082,O70393,P007,2021-09-29,2021-10-02,2021-10-04,,40.0
OI67726,O46648,P007,2022-12-21,2022-12-22,2022-12-24,2022-12-24,40.0
OI41460,O28530,P007,2023-06-01,,,,40.0
OI101475,O69952,P008,2023-05-20,2023-05-23,,,16.9500008
OI123666,O85296,P004,2023-06-29,2023-06-29,,,16.9500008
OI175957,O121228,P004,2022-08-12,2022-08-13,,,16.9500008
OI8210,O5613,P008,2023-06-07,2023-06-07,2023-06-11,,16.9500008
OI22250,O15315,P004,2023-06-28,2023-06-29,2023-07-03,,16.9500008
OI27813,O19107,P008,2021-09-26,2021-09-28,2021-10-01,,16.9500008
OI33598,O23109,P004,2020-05-01,2020-05-02,2020-05-06,,16.9500008
OI35505,O24421,P007,2020-07-01,2020-07-03,2020-07-03,,16.9500008
OI105989,O73132,P008,2023-02-07,2023-02-07,2023-02-08,,16.9500008
OI114546,O78997,P008,2020-06-12,2020-06-11,2020-06-12,,16.9500008
OI160031,O110288,P007,2023-02-01,2023-02-02,2023-02-03,,16.9500008
OI171967,O118420,P008,2022-08-04,2022-08-04,2022-08-09,,16.9500008
OI52420,O36002,P008,2022-06-12,2022-06-15,2022-06-20,2022-06-20,16.9500008
OI8554,O5858,P008,2023-06-26,,,,16.9500008
OI38072,O26188,P008,2022-04-09,,,,16.9500008
OI135132,O93221,P007,2020-02-12,,,,16.9500008
OI156956,O108159,P007,2021-03-30,,,,16.9500008
OI11709,O8056,P004,2020-12-07,,,,16.9500008
OI69372,O47749,P008,2020-07-02,,,,16.9500008
OI97788,O67466,P008,2022-07-02,,,,16.9500008
OI101037,O69644,P004,2023-03-07,,,,16.9500008
OI117633,O81165,P008,2023-04-06,,,,16.9500008
OI52471,O36036,P006,2023-01-23,2023-01-25,,,17.9500008
OI146316,O100857,P006,2021-07-01,2021-07-02,2021-07-06,,17.9500008
OI106543,O73517,P006,2023-01-09,2023-01-09,2023-01-13,2023-01-14,17.9500008
OI138224,O95325,P006,2023-06-25,,,,17.9500008
OI42086,O28969,P006,2022-07-15,,,,17.9500008
OI176410,O121545,P006,2020-08-12,,,,17.9500008
OI100750,O69450,P003,2021-04-26,2021-04-28,,,18.9500008
OI115735,O79811,P003,2023-06-28,2023-06-29,,,18.9500008
OI23728,O16320,P003,2021-11-16,2021-11-16,2021-11-19,,18.9500008
OI88502,O61055,P003,2022-07-24,2022-07-27,2022-07-29,,18.9500008
OI145729,O100448,P003,2023-06-17,2023-06-16,2023-06-17,2023-06-18,18.9500008
OI18300,O12602,P005,2023-02-12,2023-02-14,,,19.9500008
OI42670,O29361,P002,2019-12-29,2019-12-31,,,19.9500008
OI55195,O37940,P008,2023-06-18,2023-06-15,,,19.9500008
OI69508,O47840,P008,2021-02-15,2021-02-16,,,19.9500008
OI85434,O58883,P005,2022-10-30,2022-10-26,,,19.9500008
OI85694,O59078,P004,2020-04-16,2020-04-17,,,19.9500008
OI119205,O82240,P005,2022-06-22,2022-06-24,,,19.9500008
OI134770,O92984,P006,2023-05-22,2023-05-19,,,19.9500008
OI136976,O94483,P003,2023-04-29,2023-04-26,,,19.9500008
OI137724,O94987,P003,2022-04-13,2022-04-15,,,19.9500008
OI140459,O96826,P003,2023-03-27,2023-03-26,,,19.9500008
OI174181,O119979,P006,2022-10-22,2022-10-23,,,19.9500008
OI37746,O25960,P002,2022-07-23,2022-07-26,2022-07-28,,19.9500008
OI59989,O41237,P003,2019-06-26,2019-06-28,2019-06-29,,19.9500008
OI92621,O63883,P003,2021-10-13,2021-10-13,2021-10-18,,19.9500008
OI102551,O70719,P008,2023-06-09,2023-06-08,2023-06-10,,19.9500008
OI119589,O82509,P004,2020-04-29,2020-05-01,2020-05-03,,19.9500008
OI119855,O82695,P006,2021-05-30,2021-05-30,2021-06-01,,19.9500008
OI122166,O84284,P002,2023-06-04,2023-06-05,2023-06-07,,19.9500008
OI128827,O88883,P006,2022-12-02,2022-12-04,2022-12-09,,19.9500008
OI134330,O92687,P006,2022-10-06,2022-10-08,2022-10-08,,19.9500008
OI150545,O103740,P005,2023-05-19,2023-05-22,2023-05-22,,19.9500008
OI168904,O116338,P003,2023-06-27,2023-06-28,2023-07-02,,19.9500008
OI61689,O42412,P005,2022-03-23,2022-03-24,2022-03-28,2022-03-29,19.9500008
OI166301,O114577,P008,2023-02-10,2023-02-09,2023-02-09,2023-02-10,19.9500008
OI13841,O9525,P006,2022-07-15,,,,19.9500008
OI62377,O42893,P008,2023-01-04,,,,19.9500008
OI62446,O42939,P005,2023-05-16,,,,19.9500008
OI145169,O100073,P002,2023-03-25,,,,19.9500008
OI10996,O7544,P004,2020-06-20,,,,19.9500008
OI94807,O65421,P002,2020-11-04,,,,19.9500008
OI135839,O93698,P006,2023-01-22,,,,19.9500008
OI174097,O119923,P005,2020-10-29,,,,19.9500008
OI17102,O11776,P002,2022-02-28,2022-02-26,,,22.9500008
OI58349,O40102,P002,2023-06-10,2023-06-10,2023-06-13,,22.9500008
OI166340,O114605,P002,2023-05-04,,,,22.9500008
OI1724,O1159,P004,2022-01-26,2022-01-28,,,24.9500008
OI7690,O5269,P004,2022-05-31,2022-05-28,,,24.9500008
OI16771,O11554,P005,2022-04-11,2022-04-12,,,24.9500008
OI28164,O19353,P004,2021-04-05,2021-04-06,,,24.9500008
OI32150,O22100,P004,2022-02-18,2022-02-17,,,24.9500008
OI39806,O27392,P007,2021-09-24,2021-09-24,,,24.9500008
OI40409,O27800,P011,2023-04-07,2023-04-03,,,24.9500008
OI47417,O32637,P005,2023-06-20,2023-06-17,,,24.9500008
OI47636,O32780,P004,2022-09-08,2022-09-10,,,24.9500008
OI51120,O35119,P007,2021-05-14,2021-05-13,,,24.9500008
OI56244,O38636,P005,2022-09-05,2022-09-06,,,24.9500008
OI58233,O40013,P004,2023-05-02,2023-05-03,,,24.9500008
OI82872,O57076,P006,2022-02-07,2022-02-07,,,24.9500008
OI89117,O61478,P005,2020-06-19,2020-06-21,,,24.9500008
OI90628,O62513,P004,2022-07-24,2022-07-25,,,24.9500008
OI91134,O62859,P005,2023-06-17,2023-06-20,,,24.9500008
OI96984,O66912,P005,2021-08-04,2021-08-05,,,24.9500008
OI97163,O67042,P004,2021-07-15,2021-07-16,,,24.9500008
OI101223,O69777,P005,2023-03-06,2023-03-05,,,24.9500008
OI114871,O79212,P005,2022-06-15,2022-06-15,,,24.9500008
OI127142,O87707,P006,2023-06-18,2023-06-21,,,24.9500008
OI134889,O93054,P007,2023-03-04,2023-03-05,,,24.9500008
OI146504,O100975,P004,2023-01-05,2023-01-04,,,24.9500008
OI148241,O102184,P005,2021-06-22,2021-06-23,,,24.9500008
OI162680,O112119,P004,2023-06-28,2023-06-30,,,24.9500008
OI168476,O116059,P005,2023-04-24,2023-04-27,,,24.9500008
OI175859,O121162,P005,2022-05-27,2022-05-29,,,24.9500008
OI10314,O7064,P005,2022-02-12,2022-02-15,2022-02-15,,24.9500008
OI21338,O14683,P004,2023-03-27,2023-03-26,2023-03-31,,24.9500008
OI21482,O14778,P007,2023-05-04,2023-05-05,2023-05-08,,24.9500008
OI47879,O32942,P005,2021-10-31,2021-10-30,2021-11-04,,24.9500008
OI61067,O41990,P005,2023-05-24,2023-05-26,2023-05-30,,24.9500008
OI69450,O47803,P007,2021-12-27,2021-12-26,2021-12-27,,24.9500008
OI83990,O57856,P004,2023-04-28,2023-04-26,2023-04-29,,24.9500008
OI97839,O67493,P007,2022-07-08,2022-07-06,2022-07-07,,24.9500008
OI108652,O74950,P004,2022-05-18,2022-05-17,2022-05-17,,24.9500008
OI114967,O79289,P008,2022-07-08,2022-07-09,2022-07-11,,24.9500008
OI117901,O81352,P008,2023-02-05,2023-02-04,2023-02-05,,24.9500008
OI131507,O90730,P004,2023-02-02,2023-02-01,2023-02-03,,24.9500008
OI149967,O103358,P007,2019-12-25,2019-12-27,2019-12-31,,24.9500008
OI152913,O105354,P007,2023-03-01,2023-02-26,2023-03-02,,24.9500008
OI161019,O110972,P005,2023-01-13,2023-01-16,2023-01-21,,24.9500008
OI33128,O22789,P008,2020-12-24,2020-12-25,2020-12-27,2020-12-27,24.9500008
OI37748,O25962,P008,2023-06-08,2023-06-08,2023-06-09,2023-06-10,24.9500008
OI56312,O38690,P007,2023-03-10,2023-03-12,2023-03-14,2023-03-15,24.9500008
OI72121,O49636,P005,2022-04-15,2022-04-17,2022-04-18,2022-04-18,24.9500008
OI76729,O52818,P007,2022-11-02,2022-10-30,2022-11-02,2022-11-03,24.9500008
OI100649,O69382,P008,2022-04-20,2022-04-22,2022-04-25,2022-04-26,24.9500008
OI151146,O104145,P006,2021-12-30,2021-12-28,2022-01-02,2022-01-03,24.9500008
OI153898,O106007,P004,2023-04-18,2023-04-20,2023-04-25,2023-04-26,24.9500008
OI174977,O120543,P007,2022-06-12,2022-06-12,2022-06-12,2022-06-14,24.9500008
OI7589,O5206,P005,2022-08-11,,,,24.9500008
OI10155,O6946,P007,2023-06-16,,,,24.9500008
OI39757,O27357,P005,2023-06-04,,,,24.9500008
OI73106,O50316,P004,2021-12-17,,,,24.9500008
OI77160,O53119,P008,2021-10-11,,,,24.9500008
OI97584,O67333,P011,2023-03-29,,,,24.9500008
OI108276,O74679,P004,2023-05-08,,,,24.9500008
OI111287,O76757,P008,2022-06-11,,,,24.9500008
OI141216,O97350,P004,2022-03-04,,,,24.9500008
OI165963,O114340,P004,2022-12-06,,,,24.9500008
OI169123,O116484,P008,2022-11-30,,,,24.9500008
OI38161,O26253,P006,2022-10-08,,,,24.9500008
OI39394,O27107,P007,2023-06-16,,,,24.9500008
OI59961,O41220,P008,2023-05-23,,,,24.9500008
OI84657,O58326,P004,2022-08-05,,,,24.9500008
OI88118,O60780,P007,2022-07-31,,,,24.9500008
OI97599,O67341,P005,2023-07-01,,,,24.9500008
OI107671,O74276,P008,2022-09-17,,,,24.9500008
OI114297,O78830,P011,2021-01-06,,,,24.9500008
OI135361,O93373,P005,2023-04-10,,,,24.9500008
OI139518,O96200,P004,2023-05-10,,,,24.9500008
OI160780,O110804,P004,2022-07-29,,,,24.9500008
OI162150,O111746,P008,2023-02-08,,,,24.9500008
OI167047,O115079,P004,2023-03-05,,,,24.9500008
OI29472,O20242,P007,2021-06-21,2021-06-23,2021-06-24,,25.9500008
OI178565,O123039,P007,2022-11-09,,,,25.9500008
OI22769,O15660,P003,2022-04-28,2022-04-27,,,27.9500008
OI57348,O39390,P006,2023-01-10,2023-01-10,,,27.9500008
OI67564,O46529,P004,2023-06-16,2023-06-16,,,25.0
OI163102,O112421,P006,2023-06-02,2023-06-03,,,27.9500008
OI174013,O119862,P003,2023-06-07,2023-06-09,,,27.9500008
OI30703,O21111,P004,2023-01-03,2023-01-05,2023-01-06,,25.0
OI64597,O44439,P003,2022-11-28,2022-11-27,2022-11-30,,27.9500008
OI94147,O64947,P003,2022-03-10,2022-03-10,2022-03-12,,27.9500008
OI118537,O81787,P003,2021-10-06,2021-10-07,2021-10-07,,27.9500008
OI138974,O95829,P006,2023-06-11,2023-06-13,2023-06-15,,27.9500008
OI139989,O96497,P003,2022-11-02,2022-11-02,2022-11-06,,27.9500008
OI166960,O115016,P004,2022-05-28,2022-05-27,2022-05-29,,25.0
OI95078,O65599,P003,2023-05-08,2023-05-05,2023-05-08,2023-05-09,27.9500008
OI51121,O35120,P003,2022-03-29,,,,27.9500008
OI87847,O60587,P004,2022-01-12,,,,25.0
OI93253,O64324,P004,2021-02-27,,,,25.0
OI181298,O124930,P006,2023-02-17,,,,27.9500008
OI83936,O57816,P003,2022-10-28,,,,27.9500008
OI133841,O92342,P008,2022-06-07,2022-06-10,,,28.9500008
OI10105,O6915,P008,2023-02-03,2023-02-01,2023-02-02,,28.9500008
OI80405,O55389,P008,2023-01-03,2023-01-06,2023-01-07,,28.9500008
OI111954,O77234,P008,2022-10-26,2022-10-25,2022-10-29,2022-10-30,28.9500008
OI97374,O67193,P008,2023-06-12,,,,28.9500008
OI108959,O75161,P008,2023-06-18,,,,28.9500008
OI2969,O2015,P007,2023-06-27,2023-06-29,,,29.9500008
OI7341,O5031,P007,2021-05-03,2021-05-04,,,29.9500008
OI46614,O32059,P007,2022-01-11,2022-01-08,,,29.9500008
OI69582,O47889,P007,2021-12-01,2021-12-04,,,29.9500008
OI86964,O59978,P004,2022-06-04,2022-06-07,,,25.0
OI109512,O75544,P007,2022-04-17,2022-04-19,,,29.9500008
OI114496,O78960,P007,2022-08-23,2022-08-25,,,29.9500008
OI144890,O99874,P004,2019-10-19,2019-10-20,,,25.0
OI155357,O107037,P007,2022-09-27,2022-09-24,,,29.9500008
OI157752,O108704,P007,2023-03-19,2023-03-21,,,29.9500008
OI170208,O117221,P007,2023-05-25,2023-05-24,,,29.9500008
OI170532,O117452,P007,2023-04-11,2023-04-13,,,29.9500008
OI16480,O11362,P001,2021-12-12,2021-12-13,2021-12-16,,29.9500008
OI27151,O18658,P007,2022-02-04,2022-02-01,2022-02-02,,29.9500008
OI39420,O27124,P007,2023-04-28,2023-04-25,2023-04-28,,29.9500008
OI42360,O29146,P007,2021-03-25,2021-03-24,2021-03-29,,29.9500008
OI58179,O39980,P007,2022-01-27,2022-01-25,2022-01-30,,29.9500008
OI80114,O55187,P007,2021-08-16,2021-08-13,2021-08-15,,29.9500008
OI91224,O62922,P005,2020-03-12,2020-03-14,2020-03-16,,29.9500008
OI95534,O65905,P004,2023-05-15,2023-05-18,2023-05-19,,25.0
OI101089,O69676,P007,2023-06-26,2023-06-27,2023-06-29,,29.9500008
OI115575,O79707,P007,2021-09-12,2021-09-13,2021-09-18,,29.9500008
OI116329,O80245,P004,2021-03-16,2021-03-16,2021-03-19,,25.0
OI116398,O80292,P005,2022-08-28,2022-08-29,2022-08-30,,29.9500008
OI145946,O100597,P011,2022-12-14,2022-12-17,2022-12-20,,29.9500008
OI159449,O109876,P005,2022-01-14,2022-01-12,2022-01-15,,29.9500008
OI159807,O110121,P007,2022-07-15,2022-07-15,2022-07-18,,29.9500008
OI167781,O115569,P007,2021-01-18,2021-01-18,2021-01-19,,29.9500008
OI174390,O120137,P004,2022-02-25,2022-02-27,2022-03-01,,25.0
OI75980,O52316,P007,2022-09-03,2022-09-04,2022-09-05,2022-09-08,29.9500008
OI112581,O77666,P007,2023-02-03,2023-02-04,2023-02-04,2023-02-05,29.9500008
OI137858,O95069,P001,2023-06-29,2023-07-02,2023-07-07,2023-07-07,29.9500008
OI139532,O96209,P005,2023-05-30,2023-05-31,2023-06-03,2023-06-03,29.9500008
OI158154,O108985,P011,2023-03-22,2023-03-22,2023-03-23,2023-03-24,29.9500008
OI171601,O118182,P011,2023-02-27,2023-03-01,2023-03-05,2023-03-06,29.9500008
OI2585,O1751,P007,2022-05-24,,,,29.9500008
OI64079,O44051,P007,2023-01-28,,,,29.9500008
OI65837,O45323,P007,2020-01-21,,,,29.9500008
OI74046,O50968,P007,2023-01-24,,,,29.9500008
OI79997,O55102,P005,2022-10-06,,,,29.9500008
OI87379,O60263,P007,2020-08-10,,,,29.9500008
OI110217,O76026,P007,2023-04-26,,,,29.9500008
OI111149,O76663,P007,2019-09-29,,,,29.9500008
OI149077,O102758,P007,2023-04-04,,,,29.9500008
OI169810,O116953,P011,2022-04-22,,,,29.9500008
OI14058,O9687,P007,2020-07-07,,,,29.9500008
OI30810,O21182,P007,2022-11-05,,,,29.9500008
OI47122,O32423,P001,2023-07-01,,,,29.9500008
OI49960,O34356,P007,2022-09-28,,,,29.9500008
OI70477,O48504,P001,2023-03-26,,,,29.9500008
OI71203,O48996,P004,2023-07-01,,,,25.0
OI78726,O54201,P007,2021-10-28,,,,29.9500008
OI95539,O65910,P007,2021-04-22,,,,29.9500008
OI106191,O73273,P011,2022-06-25,,,,29.9500008
OI116491,O80358,P007,2022-01-04,,,,29.9500008
OI121964,O84151,P004,2023-02-16,,,,25.0
OI137247,O94674,P007,2023-03-02,,,,29.9500008
OI150054,O103413,P001,2023-05-26,,,,29.9500008
OI156096,O107559,P004,2019-08-10,,,,25.0
OI178343,O122887,P007,2023-03-17,,,,29.9500008
OI178702,O123130,P001,2023-04-02,,,,29.9500008
OI180617,O124449,P007,2019-10-18,,,,29.9500008
OI16943,O11676,P007,2023-05-18,2023-05-18,,,31.9500008
OI62795,O43178,P007,2023-06-17,2023-06-18,,,31.9500008
OI143079,O98630,P007,2022-04-22,2022-04-19,,,31.9500008
OI175817,O121133,P007,2023-06-24,2023-06-27,,,31.9500008
OI12075,O8302,P007,2021-10-11,2021-10-12,2021-10-14,,31.9500008
OI67399,O46410,P007,2022-11-08,,,,31.9500008
OI39657,O27286,P008,2020-04-19,2020-04-22,,,39.9000015
OI19471,O13396,P008,2023-07-01,2023-07-01,2023-07-03,,39.9000015
OI38531,O26512,P008,2023-06-02,2023-06-04,2023-06-05,,39.9000015
OI75137,O51713,P006,2023-06-21,2023-06-22,2023-06-23,,35.0
OI143720,O99072,P006,2020-10-11,2020-10-08,2020-10-11,,35.0
OI16235,O11195,P006,2023-05-05,,,,35.0
OI31590,O21719,P008,2022-06-05,,,,39.9000015
OI63670,O43770,P006,2021-09-19,,,,35.0
OI151079,O104099,P011,2022-03-22,2022-03-22,2022-03-24,,50.4599991
OI162672,O112114,P009,2023-07-01,2023-07-03,2023-07-07,,30.0
OI179778,O123856,P009,2021-12-25,2021-12-25,2021-12-28,,30.0
OI121609,O83906,P009,2022-05-09,2022-05-11,2022-05-11,2022-05-12,30.0
OI60675,O41726,P011,2021-08-19,,,,50.4599991
OI24130,O16609,P011,2023-06-28,,,,50.4599991
OI147863,O101919,P009,2021-11-07,,,,30.0
OI81923,O56433,P009,2022-04-02,2022-04-04,,,25.4799995
OI136947,O94464,P009,2021-05-31,2021-06-03,,,25.4799995
OI105403,O72725,P009,2023-05-31,2023-05-29,2023-05-31,,25.4799995
OI112135,O77357,P009,2023-05-30,,,,25.4799995
OI137918,O95111,P009,2020-04-02,,,,25.4799995
OI114204,O78773,P009,2023-04-21,,,,25.4799995
OI157471,O108508,P009,2023-04-08,,,,25.4799995
OI92700,O63936,P011,2023-04-08,2023-04-09,,,55.0
OI37626,O25868,P011,2022-01-13,2022-01-15,2022-01-16,,55.0
OI133719,O92257,P011,2021-06-09,2021-06-12,2021-06-14,,55.0
OI102169,O70454,P011,2022-09-03,,,,55.0
OI4578,O3123,P004,2021-04-08,2021-04-05,,,25.0
OI56146,O38564,P004,2022-05-25,2022-05-25,,,25.0
OI63321,O43537,P007,2023-01-18,2023-01-19,,,40.0
OI64126,O44089,P007,2022-04-15,2022-04-15,,,40.0
OI148493,O102357,P011,2022-10-08,2022-10-07,,,55.0
OI35419,O24365,P011,2023-06-15,2023-06-12,2023-06-13,,55.0
OI67877,O46762,P004,2021-07-01,2021-07-01,2021-07-01,,25.0
OI88201,O60841,P011,2022-10-09,2022-10-12,2022-10-12,,55.0
OI175167,O120666,P004,2023-05-14,2023-05-16,2023-05-21,,25.0
OI14842,O10233,P004,2023-06-16,2023-06-18,2023-06-19,2023-06-21,25.0
OI133459,O92068,P007,2023-02-14,2023-02-16,2023-02-20,2023-02-22,40.0
OI41518,O28571,P011,2022-07-29,,,,55.0
OI63018,O43334,P011,2023-03-09,,,,55.0
OI140515,O96857,P007,2022-08-17,,,,40.0
OI161018,O110971,P004,2023-01-17,,,,25.0
OI167649,O115488,P010,2022-05-18,2022-05-20,,,8.98999977
OI41283,O28410,P010,2023-02-26,2023-02-24,2023-02-28,,8.98999977
OI50691,O34839,P010,2023-06-18,,,,8.98999977
OI65472,O45062,P010,2021-12-21,,,,8.98999977
OI165078,O113738,P010,2022-03-17,,,,8.98999977
OI30107,O20693,P003,2020-10-26,2020-10-25,,,9.98999977
OI49558,O34084,P005,2022-04-29,2022-04-29,,,9.98999977
OI50329,O34595,P003,2020-06-17,2020-06-14,,,9.98999977
OI66122,O45524,P005,2022-02-25,2022-02-25,,,9.98999977
OI67143,O46242,P003,2022-09-24,2022-09-24,,,9.98999977
OI74756,O51464,P003,2022-06-26,2022-06-29,,,9.98999977
OI113949,O78600,P010,2022-02-27,2022-03-01,,,9.98999977
OI148771,O102543,P003,2021-07-23,2021-07-23,,,9.98999977
OI156504,O107836,P010,2021-07-30,2021-07-30,,,9.98999977
OI18115,O12471,P010,2022-01-13,2022-01-16,2022-01-17,,9.98999977
OI23526,O16172,P005,2021-09-02,2021-09-04,2021-09-05,,9.98999977
OI59419,O40838,P010,2021-08-02,2021-08-04,2021-08-09,,9.98999977
OI69357,O47740,P005,2022-05-13,2022-05-13,2022-05-15,,9.98999977
OI83991,O57856,P003,2023-04-26,2023-04-26,2023-04-29,,9.98999977
OI111167,O76675,P010,2022-06-21,2022-06-19,2022-06-20,,9.98999977
OI155669,O107256,P003,2021-05-19,2021-05-18,2021-05-20,,9.98999977
OI162339,O111870,P005,2019-09-28,2019-10-01,2019-10-03,,9.98999977
OI181014,O124728,P003,2022-11-09,2022-11-07,2022-11-10,,9.98999977
OI50286,O34575,P005,2022-12-22,2022-12-21,2022-12-23,2022-12-25,9.98999977
OI69389,O47757,P003,2021-12-22,2021-12-20,2021-12-21,2021-12-22,9.98999977
OI66114,O45521,P003,2022-09-24,,,,9.98999977
OI71155,O48961,P003,2021-10-15,,,,9.98999977
OI89572,O61800,P005,2022-10-28,,,,9.98999977
OI108708,O74991,P003,2022-04-26,,,,9.98999977
OI115838,O79890,P003,2023-04-24,,,,9.98999977
OI169663,O116853,P005,2019-12-07,,,,9.98999977
OI5527,O3774,P005,2022-11-29,,,,9.98999977
OI12557,O8626,P003,2023-01-11,,,,9.98999977
OI16195,O11170,P010,2023-05-02,,,,9.98999977
OI66632,O45886,P003,2023-06-09,,,,9.98999977
OI74329,O51178,P005,2022-06-15,,,,9.98999977
OI126647,O87365,P003,2021-12-03,,,,9.98999977
OI127815,O88170,P003,2021-02-17,,,,9.98999977
OI128408,O88595,P010,2023-04-30,,,,9.98999977
OI129287,O89211,P003,2022-10-30,,,,9.98999977
OI147483,O101655,P010,2019-10-05,,,,9.98999977
OI162630,O112081,P010,2022-03-11,,,,9.98999977
OI48390,O33290,P009,2023-06-29,2023-07-01,,,10.9899998
